"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","stimulus","response","task","correct_response","category"
"true","false","[]","[]","[]","preload","0","92","0.0-0.0","","","","","","",""
"","","","","","instructions","1","20354","0.0-1.0","[{""page_index"":0,""viewing_time"":6363},{""page_index"":1,""viewing_time"":5916},{""page_index"":2,""viewing_time"":5333},{""page_index"":3,""viewing_time"":2651}]","20262","","","","",""
"","","","","","image-keyboard-response","2","20557","0.0-2.0-0.0","","null","img_mproj/french/2.jpg","null","stimuli_presentation_1","",""
"","","","","","html-keyboard-response","3","20859","0.0-2.0-1.0","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","4","21061","0.0-2.0-2.0","","null","img_mproj/french/2.jpg","null","stimuli_presentation_2","",""
"","","","","","html-keyboard-response","5","21345","0.0-2.0-3.0","","282","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNF"
"","","","","","html-button-response","6","22905","0.0-2.0-4.0","","1559","<p>The two words were the same, with same orientation. The correct response was 'S'. Let us try another example. Click next to continue.</p>","0","After_trial_text","",""
"","","","","","image-keyboard-response","7","23107","0.0-2.0-0.1","","null","img_mproj/tools/2.jpg","null","stimuli_presentation_1","",""
"","","","","","html-keyboard-response","8","23408","0.0-2.0-1.1","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","9","23610","0.0-2.0-2.1","","null","img_mproj/Mtools/2.jpg","null","stimuli_presentation_2","",""
"","","","","","html-keyboard-response","10","24229","0.0-2.0-3.1","","619","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMT"
"","","","","","html-button-response","11","27053","0.0-2.0-4.1","","2823","<p>The two images were the same, but in different orientation. The correct response was 'S'. Let us try one last example. Click next to continue.</p>","0","After_trial_text","",""
"","","","","","image-keyboard-response","12","27256","0.0-2.0-0.2","","null","img_mproj/jap/1.jpg","null","stimuli_presentation_1","",""
"","","","","","html-keyboard-response","13","27558","0.0-2.0-1.2","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","14","27761","0.0-2.0-2.2","","null","img_mproj/jap/2.jpg","null","stimuli_presentation_2","",""
"","","","","","html-keyboard-response","15","27854","0.0-2.0-3.2","","92","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNT"
"","","","","","html-button-response","16","30170","0.0-2.0-4.2","","2315","<p>The two words/images were different. The correct response was 'D'. Click next to begin the task.</p>","0","After_trial_text","",""
"","","","","","image-keyboard-response","17","30372","0.0-3.0-0.0","","null","img_mproj/french/14.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","18","30673","0.0-3.0-1.0","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","19","30877","0.0-3.0-2.0","","null","img_mproj/french/1.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","20","31447","0.0-3.0-3.0","","570","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNF"
"","","","","","image-keyboard-response","21","31651","0.0-3.0-0.1","","null","img_mproj/Mtools/7.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","22","31952","0.0-3.0-1.1","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","23","32154","0.0-3.0-2.1","","null","img_mproj/Mtools/9.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","24","32878","0.0-3.0-3.1","","722","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","d","DMT"
"","","","","","image-keyboard-response","25","33084","0.0-3.0-0.2","","null","img_mproj/Mtools/1.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","26","33386","0.0-3.0-1.2","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","27","33588","0.0-3.0-2.2","","null","img_mproj/Mtools/7.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","28","34275","0.0-3.0-3.2","","686","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMT"
"","","","","","image-keyboard-response","29","34477","0.0-3.0-0.3","","null","img_mproj/tools/14.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","30","34779","0.0-3.0-1.3","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","31","34982","0.0-3.0-2.3","","null","img_mproj/Mtools/14.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","32","35557","0.0-3.0-3.3","","575","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMT"
"","","","","","image-keyboard-response","33","35760","0.0-3.0-0.4","","null","img_mproj/Mfaces/9.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","34","36062","0.0-3.0-1.4","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","35","36265","0.0-3.0-2.4","","null","img_mproj/Mfaces/3.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","36","36629","0.0-3.0-3.4","","363","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMM"
"","","","","","image-keyboard-response","37","36831","0.0-3.0-0.5","","null","img_mproj/Mjap/4.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","38","37133","0.0-3.0-1.5","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","39","37335","0.0-3.0-2.5","","null","img_mproj/Mjap/12.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","40","37936","0.0-3.0-3.5","","600","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMJ"
"","","","","","image-keyboard-response","41","38139","0.0-3.0-0.6","","null","img_mproj/tools/4.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","42","38440","0.0-3.0-1.6","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","43","38646","0.0-3.0-2.6","","null","img_mproj/tools/12.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","44","39072","0.0-3.0-3.6","","425","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNT"
"","","","","","image-keyboard-response","45","39275","0.0-3.0-0.7","","null","img_mproj/false/14.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","46","39577","0.0-3.0-1.7","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","47","39780","0.0-3.0-2.7","","null","img_mproj/Mfalse/14.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","48","40186","0.0-3.0-3.7","","406","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","s","SMP"
"","","","","","image-keyboard-response","49","40388","0.0-3.0-0.8","","null","img_mproj/faces/9.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","50","40689","0.0-3.0-1.8","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","51","40891","0.0-3.0-2.8","","null","img_mproj/faces/3.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","52","41989","0.0-3.0-3.8","","1097","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNM"
"","","","","","image-keyboard-response","53","42190","0.0-3.0-0.9","","null","img_mproj/false/1.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","54","42492","0.0-3.0-1.9","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","55","42696","0.0-3.0-2.9","","null","img_mproj/Mfalse/1.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","56","43227","0.0-3.0-3.9","","530","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","s","SMP"
"","","","","","image-keyboard-response","57","43429","0.0-3.0-0.10","","null","img_mproj/faces/6.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","58","43731","0.0-3.0-1.10","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","59","43934","0.0-3.0-2.10","","null","img_mproj/Mfaces/6.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","60","44344","0.0-3.0-3.10","","410","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMM"
"","","","","","image-keyboard-response","61","44547","0.0-3.0-0.11","","null","img_mproj/french/11.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","62","44848","0.0-3.0-1.11","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","63","45050","0.0-3.0-2.11","","null","img_mproj/french/11.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","64","45424","0.0-3.0-3.11","","373","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNF"
"","","","","","image-keyboard-response","65","45626","0.0-3.0-0.12","","null","img_mproj/faces/5.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","66","45927","0.0-3.0-1.12","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","67","46131","0.0-3.0-2.12","","null","img_mproj/Mfaces/5.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","68","47165","0.0-3.0-3.12","","1033","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMM"
"","","","","","image-keyboard-response","69","47370","0.0-3.0-0.13","","null","img_mproj/faces/1.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","70","47672","0.0-3.0-1.13","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","71","47873","0.0-3.0-2.13","","null","img_mproj/faces/7.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","72","48501","0.0-3.0-3.13","","628","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNM"
"","","","","","image-keyboard-response","73","48702","0.0-3.0-0.14","","null","img_mproj/faces/11.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","74","49003","0.0-3.0-1.14","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","75","49206","0.0-3.0-2.14","","null","img_mproj/faces/11.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","76","49829","0.0-3.0-3.14","","623","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNM"
"","","","","","image-keyboard-response","77","50030","0.0-3.0-0.15","","null","img_mproj/french/4.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","78","50332","0.0-3.0-1.15","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","79","50535","0.0-3.0-2.15","","null","img_mproj/french/12.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","80","51392","0.0-3.0-3.15","","856","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNF"
"","","","","","image-keyboard-response","81","51594","0.0-3.0-0.16","","null","img_mproj/french/6.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","82","51896","0.0-3.0-1.16","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","83","52098","0.0-3.0-2.16","","null","img_mproj/french/14.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","84","52774","0.0-3.0-3.16","","675","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","d","DNF"
"","","","","","image-keyboard-response","85","52976","0.0-3.0-0.17","","null","img_mproj/Mfrench/8.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","86","53277","0.0-3.0-1.17","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","87","53480","0.0-3.0-2.17","","null","img_mproj/Mfrench/2.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","88","54250","0.0-3.0-3.17","","769","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","d","DMF"
"","","","","","image-keyboard-response","89","54452","0.0-3.0-0.18","","null","img_mproj/tools/7.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","90","54753","0.0-3.0-1.18","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","91","54956","0.0-3.0-2.18","","null","img_mproj/Mtools/7.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","92","56030","0.0-3.0-3.18","","1073","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMT"
"","","","","","image-keyboard-response","93","56235","0.0-3.0-0.19","","null","img_mproj/Mfalse/5.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","94","56538","0.0-3.0-1.19","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","95","56740","0.0-3.0-2.19","","null","img_mproj/Mfalse/10.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","96","57215","0.0-3.0-3.19","","474","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMP"
"","","","","","image-keyboard-response","97","57417","0.0-3.0-0.20","","null","img_mproj/tools/2.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","98","57718","0.0-3.0-1.20","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","99","57921","0.0-3.0-2.20","","null","img_mproj/tools/2.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","100","58273","0.0-3.0-3.20","","352","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNT"
"","","","","","image-keyboard-response","101","58475","0.0-3.0-0.21","","null","img_mproj/Mfrench/5.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","102","58776","0.0-3.0-1.21","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","103","58978","0.0-3.0-2.21","","null","img_mproj/Mfrench/10.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","104","59429","0.0-3.0-3.21","","450","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMF"
"","","","","","image-keyboard-response","105","59632","0.0-3.0-0.22","","null","img_mproj/tools/11.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","106","59934","0.0-3.0-1.22","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","107","60137","0.0-3.0-2.22","","null","img_mproj/tools/4.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","108","60904","0.0-3.0-3.22","","766","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNT"
"","","","","","image-keyboard-response","109","61106","0.0-3.0-0.23","","null","img_mproj/faces/12.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","110","61408","0.0-3.0-1.23","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","111","61609","0.0-3.0-2.23","","null","img_mproj/Mfaces/12.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","112","62029","0.0-3.0-3.23","","419","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMM"
"","","","","","image-keyboard-response","113","62231","0.0-3.0-0.24","","null","img_mproj/french/2.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","114","62532","0.0-3.0-1.24","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","115","62734","0.0-3.0-2.24","","null","img_mproj/french/14.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","116","63606","0.0-3.0-3.24","","872","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNF"
"","","","","","image-keyboard-response","117","63809","0.0-3.0-0.25","","null","img_mproj/false/5.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","118","64111","0.0-3.0-1.25","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","119","64313","0.0-3.0-2.25","","null","img_mproj/false/5.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","120","64838","0.0-3.0-3.25","","524","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNP"
"","","","","","image-keyboard-response","121","65040","0.0-3.0-0.26","","null","img_mproj/jap/14.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","122","65341","0.0-3.0-1.26","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","123","65544","0.0-3.0-2.26","","null","img_mproj/jap/14.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","124","66089","0.0-3.0-3.26","","545","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNJ"
"","","","","","image-keyboard-response","125","66295","0.0-3.0-0.27","","null","img_mproj/tools/5.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","126","66597","0.0-3.0-1.27","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","127","66799","0.0-3.0-2.27","","null","img_mproj/Mtools/5.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","128","67422","0.0-3.0-3.27","","623","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMT"
"","","","","","image-keyboard-response","129","67625","0.0-3.0-0.28","","null","img_mproj/Mjap/5.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","130","67927","0.0-3.0-1.28","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","131","68130","0.0-3.0-2.28","","null","img_mproj/Mjap/10.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","132","68821","0.0-3.0-3.28","","691","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMJ"
"","","","","","image-keyboard-response","133","69024","0.0-3.0-0.29","","null","img_mproj/french/2.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","134","69325","0.0-3.0-1.29","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","135","69532","0.0-3.0-2.29","","null","img_mproj/Mfrench/2.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","136","70226","0.0-3.0-3.29","","694","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMF"
"","","","","","image-keyboard-response","137","70429","0.0-3.0-0.30","","null","img_mproj/jap/4.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","138","70731","0.0-3.0-1.30","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","139","70934","0.0-3.0-2.30","","null","img_mproj/jap/12.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","140","72640","0.0-3.0-3.30","","1706","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNJ"
"","","","","","image-keyboard-response","141","72841","0.0-3.0-0.31","","null","img_mproj/false/7.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","142","73143","0.0-3.0-1.31","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","143","73346","0.0-3.0-2.31","","null","img_mproj/false/9.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","144","73869","0.0-3.0-3.31","","522","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNP"
"","","","","","image-keyboard-response","145","74071","0.0-3.0-0.32","","null","img_mproj/jap/2.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","146","74373","0.0-3.0-1.32","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","147","74575","0.0-3.0-2.32","","null","img_mproj/Mjap/2.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","148","75032","0.0-3.0-3.32","","457","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMJ"
"","","","","","image-keyboard-response","149","75234","0.0-3.0-0.33","","null","img_mproj/jap/3.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","150","75535","0.0-3.0-1.33","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","151","75738","0.0-3.0-2.33","","null","img_mproj/Mjap/3.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","152","76564","0.0-3.0-3.33","","826","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMJ"
"","","","","","image-keyboard-response","153","76766","0.0-3.0-0.34","","null","img_mproj/french/7.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","154","77068","0.0-3.0-1.34","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","155","77271","0.0-3.0-2.34","","null","img_mproj/french/7.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","156","77634","0.0-3.0-3.34","","362","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNF"
"","","","","","image-keyboard-response","157","77837","0.0-3.0-0.35","","null","img_mproj/Mfrench/1.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","158","78139","0.0-3.0-1.35","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","159","78345","0.0-3.0-2.35","","null","img_mproj/Mfrench/7.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","160","79813","0.0-3.0-3.35","","1467","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","d","DMF"
"","","","","","image-keyboard-response","161","80015","0.0-3.0-0.36","","null","img_mproj/tools/5.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","162","80316","0.0-3.0-1.36","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","163","80519","0.0-3.0-2.36","","null","img_mproj/tools/5.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","164","81553","0.0-3.0-3.36","","1034","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNT"
"","","","","","image-keyboard-response","165","81756","0.0-3.0-0.37","","null","img_mproj/jap/9.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","166","82057","0.0-3.0-1.37","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","167","82260","0.0-3.0-2.37","","null","img_mproj/jap/3.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","168","82654","0.0-3.0-3.37","","393","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNJ"
"","","","","","image-keyboard-response","169","82859","0.0-3.0-0.38","","null","img_mproj/french/1.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","170","83161","0.0-3.0-1.38","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","171","83364","0.0-3.0-2.38","","null","img_mproj/french/1.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","172","83838","0.0-3.0-3.38","","474","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNF"
"","","","","","image-keyboard-response","173","84041","0.0-3.0-0.39","","null","img_mproj/Mjap/13.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","174","84342","0.0-3.0-1.39","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","175","84543","0.0-3.0-2.39","","null","img_mproj/Mjap/9.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","176","85349","0.0-3.0-3.39","","805","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMJ"
"","","","","","image-keyboard-response","177","85551","0.0-3.0-0.40","","null","img_mproj/french/3.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","178","85852","0.0-3.0-1.40","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","179","86055","0.0-3.0-2.40","","null","img_mproj/Mfrench/3.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","180","86573","0.0-3.0-3.40","","517","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMF"
"","","","","","image-keyboard-response","181","86776","0.0-3.0-0.41","","null","img_mproj/false/7.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","182","87078","0.0-3.0-1.41","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","183","87280","0.0-3.0-2.41","","null","img_mproj/Mfalse/7.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","184","88647","0.0-3.0-3.41","","1366","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","s","SMP"
"","","","","","image-keyboard-response","185","88850","0.0-3.0-0.42","","null","img_mproj/faces/13.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","186","89151","0.0-3.0-1.42","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","187","89354","0.0-3.0-2.42","","null","img_mproj/faces/9.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","188","90178","0.0-3.0-3.42","","823","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNM"
"","","","","","image-keyboard-response","189","90380","0.0-3.0-0.43","","null","img_mproj/false/14.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","190","90681","0.0-3.0-1.43","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","191","90884","0.0-3.0-2.43","","null","img_mproj/false/14.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","192","91908","0.0-3.0-3.43","","1023","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNP"
"","","","","","image-keyboard-response","193","92110","0.0-3.0-0.44","","null","img_mproj/tools/5.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","194","92412","0.0-3.0-1.44","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","195","92614","0.0-3.0-2.44","","null","img_mproj/tools/10.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","196","93276","0.0-3.0-3.44","","661","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNT"
"","","","","","image-keyboard-response","197","93478","0.0-3.0-0.45","","null","img_mproj/jap/12.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","198","93779","0.0-3.0-1.45","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","199","93982","0.0-3.0-2.45","","null","img_mproj/Mjap/12.jpg","null","actual_stimuli_presentation_2","",""
