"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","stimulus","response","task","correct_response","category"
"","","","","","image-keyboard-response","289","319354","0.0-3.0-0.68","","null","img_mproj/jap/13.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","290","319661","0.0-3.0-1.68","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","291","319864","0.0-3.0-2.68","","null","img_mproj/jap/13.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","292","320234","0.0-3.0-3.68","","370","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNJ"
"","","","","","image-keyboard-response","293","320435","0.0-3.0-0.69","","null","img_mproj/faces/6.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","294","320737","0.0-3.0-1.69","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","295","320938","0.0-3.0-2.69","","null","img_mproj/faces/13.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","296","321310","0.0-3.0-3.69","","371","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNM"
"","","","","","image-keyboard-response","297","321515","0.0-3.0-0.70","","null","img_mproj/faces/1.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","298","321822","0.0-3.0-1.70","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","299","322031","0.0-3.0-2.70","","null","img_mproj/Mfaces/1.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","300","322682","0.0-3.0-3.70","","650","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMM"
"","","","","","image-keyboard-response","301","322899","0.0-3.0-0.71","","null","img_mproj/jap/12.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","302","323211","0.0-3.0-1.71","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","303","323428","0.0-3.0-2.71","","null","img_mproj/jap/2.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","304","324291","0.0-3.0-3.71","","863","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNJ"
"","","","","","image-keyboard-response","305","324494","0.0-3.0-0.72","","null","img_mproj/jap/5.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","306","324795","0.0-3.0-1.72","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","307","325008","0.0-3.0-2.72","","null","img_mproj/jap/1.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","308","325596","0.0-3.0-3.72","","587","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNJ"
"","","","","","image-keyboard-response","309","325802","0.0-3.0-0.73","","null","img_mproj/tools/8.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","310","326114","0.0-3.0-1.73","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","311","326316","0.0-3.0-2.73","","null","img_mproj/Mtools/8.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","312","326822","0.0-3.0-3.73","","506","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMT"
"","","","","","image-keyboard-response","313","327039","0.0-3.0-0.74","","null","img_mproj/false/9.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","314","327350","0.0-3.0-1.74","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","315","327553","0.0-3.0-2.74","","null","img_mproj/false/9.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","316","329512","0.0-3.0-3.74","","1958","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNP"
"","","","","","image-keyboard-response","317","329717","0.0-3.0-0.75","","null","img_mproj/false/4.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","318","330029","0.0-3.0-1.75","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","319","330242","0.0-3.0-2.75","","null","img_mproj/false/1.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","320","330448","0.0-3.0-3.75","","205","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNP"
"","","","","","image-keyboard-response","321","330663","0.0-3.0-0.76","","null","img_mproj/Mjap/12.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","322","330973","0.0-3.0-1.76","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","323","331177","0.0-3.0-2.76","","null","img_mproj/Mjap/2.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","324","331773","0.0-3.0-3.76","","596","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMJ"
"","","","","","image-keyboard-response","325","331989","0.0-3.0-0.77","","null","img_mproj/tools/13.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","326","332300","0.0-3.0-1.77","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","327","332503","0.0-3.0-2.77","","null","img_mproj/Mtools/13.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","328","332822","0.0-3.0-3.77","","318","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMT"
"","","","","","image-keyboard-response","329","333034","0.0-3.0-0.78","","null","img_mproj/Mtools/4.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","330","333350","0.0-3.0-1.78","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","331","333552","0.0-3.0-2.78","","null","img_mproj/Mtools/1.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","332","334072","0.0-3.0-3.78","","520","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMT"
"","","","","","image-keyboard-response","333","334285","0.0-3.0-0.79","","null","img_mproj/tools/4.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","334","334601","0.0-3.0-1.79","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","335","334803","0.0-3.0-2.79","","null","img_mproj/tools/1.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","336","336047","0.0-3.0-3.79","","1243","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNT"
"","","","","","image-keyboard-response","337","336250","0.0-3.0-0.80","","null","img_mproj/jap/2.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","338","336566","0.0-3.0-1.80","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","339","336769","0.0-3.0-2.80","","null","img_mproj/jap/2.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","340","337241","0.0-3.0-3.80","","472","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNJ"
"","","","","","image-keyboard-response","341","337454","0.0-3.0-0.81","","null","img_mproj/tools/8.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","342","337763","0.0-3.0-1.81","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","343","337966","0.0-3.0-2.81","","null","img_mproj/tools/9.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","344","338543","0.0-3.0-3.81","","576","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNT"
"","","","","","image-keyboard-response","345","338745","0.0-3.0-0.82","","null","img_mproj/french/11.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","346","339056","0.0-3.0-1.82","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","347","339269","0.0-3.0-2.82","","null","img_mproj/Mfrench/11.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","348","342907","0.0-3.0-3.82","","3637","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","s","SMF"
"","","","","","image-keyboard-response","349","343121","0.0-3.0-0.83","","null","img_mproj/false/8.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","350","343433","0.0-3.0-1.83","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","351","343636","0.0-3.0-2.83","","null","img_mproj/false/9.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","352","344675","0.0-3.0-3.83","","1039","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNP"
"","","","","","image-keyboard-response","353","344878","0.0-3.0-0.84","","null","img_mproj/tools/3.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","354","345190","0.0-3.0-1.84","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","355","345406","0.0-3.0-2.84","","null","img_mproj/tools/3.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","356","345794","0.0-3.0-3.84","","388","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNT"
"","","","","","image-keyboard-response","357","345996","0.0-3.0-0.85","","null","img_mproj/faces/2.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","358","346298","0.0-3.0-1.85","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","359","346500","0.0-3.0-2.85","","null","img_mproj/faces/9.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","360","347866","0.0-3.0-3.85","","1366","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNM"
"","","","","","image-keyboard-response","361","348077","0.0-3.0-0.86","","null","img_mproj/jap/6.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","362","348386","0.0-3.0-1.86","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","363","348592","0.0-3.0-2.86","","null","img_mproj/Mjap/6.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","364","348951","0.0-3.0-3.86","","358","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMJ"
"","","","","","image-keyboard-response","365","349166","0.0-3.0-0.87","","null","img_mproj/tools/13.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","366","349477","0.0-3.0-1.87","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","367","349679","0.0-3.0-2.87","","null","img_mproj/tools/3.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","368","365433","0.0-3.0-3.87","","15754","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNT"
"","","","","","image-keyboard-response","369","365643","0.0-3.0-0.88","","null","img_mproj/jap/4.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","370","365954","0.0-3.0-1.88","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","371","366156","0.0-3.0-2.88","","null","img_mproj/jap/4.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","372","366964","0.0-3.0-3.88","","808","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","s","SNJ"
"","","","","","image-keyboard-response","373","367179","0.0-3.0-0.89","","null","img_mproj/tools/3.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","374","367493","0.0-3.0-1.89","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","375","367697","0.0-3.0-2.89","","null","img_mproj/Mtools/3.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","376","369099","0.0-3.0-3.89","","1402","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMT"
"","","","","","image-keyboard-response","377","369315","0.0-3.0-0.90","","null","img_mproj/french/11.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","378","369628","0.0-3.0-1.90","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","379","369838","0.0-3.0-2.90","","null","img_mproj/french/12.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","380","370454","0.0-3.0-3.90","","616","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNF"
"","","","","","image-keyboard-response","381","370659","0.0-3.0-0.91","","null","img_mproj/french/6.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","382","370964","0.0-3.0-1.91","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","383","371179","0.0-3.0-2.91","","null","img_mproj/french/13.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","384","371872","0.0-3.0-3.91","","693","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNF"
"","","","","","image-keyboard-response","385","372088","0.0-3.0-0.92","","null","img_mproj/jap/4.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","386","372399","0.0-3.0-1.92","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","387","372603","0.0-3.0-2.92","","null","img_mproj/Mjap/4.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","388","373120","0.0-3.0-3.92","","517","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMJ"
"","","","","","image-keyboard-response","389","373335","0.0-3.0-0.93","","null","img_mproj/tools/14.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","390","373646","0.0-3.0-1.93","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","391","373849","0.0-3.0-2.93","","null","img_mproj/tools/14.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","392","374013","0.0-3.0-3.93","","163","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNT"
"","","","","","image-keyboard-response","393","374218","0.0-3.0-0.94","","null","img_mproj/french/9.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","394","374531","0.0-3.0-1.94","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","395","374733","0.0-3.0-2.94","","null","img_mproj/french/9.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","396","375143","0.0-3.0-3.94","","410","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNF"
"","","","","","image-keyboard-response","397","375354","0.0-3.0-0.95","","null","img_mproj/false/6.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","398","375666","0.0-3.0-1.95","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","399","375875","0.0-3.0-2.95","","null","img_mproj/Mfalse/6.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","400","376417","0.0-3.0-3.95","","542","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","s","SMP"
"","","","","","image-keyboard-response","401","376631","0.0-3.0-0.96","","null","img_mproj/french/5.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","402","376945","0.0-3.0-1.96","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","403","377149","0.0-3.0-2.96","","null","img_mproj/Mfrench/5.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","404","377828","0.0-3.0-3.96","","679","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMF"
"","","","","","image-keyboard-response","405","378032","0.0-3.0-0.97","","null","img_mproj/Mjap/13.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","406","378343","0.0-3.0-1.97","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","407","378556","0.0-3.0-2.97","","null","img_mproj/Mjap/3.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","408","384521","0.0-3.0-3.97","","5965","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMJ"
"","","","","","image-keyboard-response","409","384736","0.0-3.0-0.98","","null","img_mproj/tools/14.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","410","385039","0.0-3.0-1.98","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","411","385242","0.0-3.0-2.98","","null","img_mproj/Mtools/14.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","412","385925","0.0-3.0-3.98","","683","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMT"
"","","","","","image-keyboard-response","413","386128","0.0-3.0-0.99","","null","img_mproj/faces/4.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","414","386440","0.0-3.0-1.99","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","415","386643","0.0-3.0-2.99","","null","img_mproj/faces/4.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","416","386825","0.0-3.0-3.99","","182","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNM"
"","","","","","image-keyboard-response","417","387036","0.0-3.0-0.100","","null","img_mproj/faces/9.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","418","387348","0.0-3.0-1.100","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","419","387552","0.0-3.0-2.100","","null","img_mproj/Mfaces/9.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","420","388093","0.0-3.0-3.100","","540","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMM"
"","","","","","image-keyboard-response","421","388307","0.0-3.0-0.101","","null","img_mproj/Mtools/3.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","422","388615","0.0-3.0-1.101","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","423","388818","0.0-3.0-2.101","","null","img_mproj/Mtools/11.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","424","389351","0.0-3.0-3.101","","532","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMT"
"","","","","","image-keyboard-response","425","389558","0.0-3.0-0.102","","null","img_mproj/Mfalse/13.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","426","389871","0.0-3.0-1.102","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","427","390073","0.0-3.0-2.102","","null","img_mproj/Mfalse/3.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","428","390985","0.0-3.0-3.102","","912","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","d","DMP"
"","","","","","image-keyboard-response","429","391187","0.0-3.0-0.103","","null","img_mproj/false/14.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","430","391498","0.0-3.0-1.103","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","431","391707","0.0-3.0-2.103","","null","img_mproj/false/12.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","432","392071","0.0-3.0-3.103","","363","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNP"
"","","","","","image-keyboard-response","433","392288","0.0-3.0-0.104","","null","img_mproj/Mtools/7.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","434","392599","0.0-3.0-1.104","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","435","392816","0.0-3.0-2.104","","null","img_mproj/Mtools/6.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","436","393227","0.0-3.0-3.104","","411","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMT"
"","","","","","image-keyboard-response","437","393434","0.0-3.0-0.105","","null","img_mproj/Mtools/9.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","438","393745","0.0-3.0-1.105","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","439","393961","0.0-3.0-2.105","","null","img_mproj/Mtools/4.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","440","394235","0.0-3.0-3.105","","274","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMT"
"","","","","","image-keyboard-response","441","394444","0.0-3.0-0.106","","null","img_mproj/Mfrench/1.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","442","394756","0.0-3.0-1.106","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","443","394960","0.0-3.0-2.106","","null","img_mproj/Mfrench/13.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","444","395857","0.0-3.0-3.106","","896","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMF"
"","","","","","image-keyboard-response","445","396058","0.0-3.0-0.107","","null","img_mproj/jap/13.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","446","396369","0.0-3.0-1.107","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","447","396585","0.0-3.0-2.107","","null","img_mproj/Mjap/13.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","448","396927","0.0-3.0-3.107","","341","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMJ"
"","","","","","image-keyboard-response","449","397132","0.0-3.0-0.108","","null","img_mproj/tools/4.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","450","397444","0.0-3.0-1.108","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","451","397646","0.0-3.0-2.108","","null","img_mproj/Mtools/4.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","452","398129","0.0-3.0-3.108","","483","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMT"
"","","","","","image-keyboard-response","453","398346","0.0-3.0-0.109","","null","img_mproj/false/8.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","454","398658","0.0-3.0-1.109","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","455","398868","0.0-3.0-2.109","","null","img_mproj/Mfalse/8.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","456","399706","0.0-3.0-3.109","","837","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMP"
"","","","","","image-keyboard-response","457","399916","0.0-3.0-0.110","","null","img_mproj/french/14.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","458","400223","0.0-3.0-1.110","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","459","400430","0.0-3.0-2.110","","null","img_mproj/french/14.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","460","400993","0.0-3.0-3.110","","562","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNF"
"","","","","","image-keyboard-response","461","401201","0.0-3.0-0.111","","null","img_mproj/faces/12.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","462","401514","0.0-3.0-1.111","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","463","401724","0.0-3.0-2.111","","null","img_mproj/faces/2.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","464","402025","0.0-3.0-3.111","","301","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNM"
"","","","","","image-keyboard-response","465","402236","0.0-3.0-0.112","","null","img_mproj/false/5.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","466","402550","0.0-3.0-1.112","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","467","402752","0.0-3.0-2.112","","null","img_mproj/false/5.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","468","403445","0.0-3.0-3.112","","693","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNP"
"","","","","","image-keyboard-response","469","403660","0.0-3.0-0.113","","null","img_mproj/Mjap/6.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","470","403961","0.0-3.0-1.113","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","471","404170","0.0-3.0-2.113","","null","img_mproj/Mjap/13.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","472","404713","0.0-3.0-3.113","","542","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMJ"
"","","","","","image-keyboard-response","473","404918","0.0-3.0-0.114","","null","img_mproj/Mfaces/12.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","474","405233","0.0-3.0-1.114","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","475","405434","0.0-3.0-2.114","","null","img_mproj/Mfaces/2.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","476","411539","0.0-3.0-3.114","","6104","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMM"
"","","","","","image-keyboard-response","477","411744","0.0-3.0-0.115","","null","img_mproj/false/6.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","478","412057","0.0-3.0-1.115","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","479","412271","0.0-3.0-2.115","","null","img_mproj/false/13.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","480","412567","0.0-3.0-3.115","","296","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNP"
"","","","","","image-keyboard-response","481","412771","0.0-3.0-0.116","","null","img_mproj/false/5.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","482","413084","0.0-3.0-1.116","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","483","413285","0.0-3.0-2.116","","null","img_mproj/Mfalse/5.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","484","413809","0.0-3.0-3.116","","524","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMP"
"","","","","","image-keyboard-response","485","414019","0.0-3.0-0.117","","null","img_mproj/Mfrench/13.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","486","414331","0.0-3.0-1.117","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","487","414541","0.0-3.0-2.117","","null","img_mproj/Mfrench/3.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","488","414839","0.0-3.0-3.117","","298","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMF"
"","","","","","image-keyboard-response","489","415055","0.0-3.0-0.118","","null","img_mproj/tools/9.jpg","null","actual_stimuli_presentation_1","",""
