"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","stimulus","response","task","correct_response","category"
"true","false","[]","[]","[]","preload","0","3420","0.0-0.0","","","","","","",""
"","","","","","instructions","1","134482","0.0-1.0","[{""page_index"":0,""viewing_time"":95398},{""page_index"":1,""viewing_time"":12750},{""page_index"":2,""viewing_time"":21013},{""page_index"":3,""viewing_time"":1897}]","131059","","","","",""
"","","","","","image-keyboard-response","2","134690","0.0-2.0-0.0","","null","img_mproj/french/2.jpg","null","stimuli_presentation_1","",""
"","","","","","html-keyboard-response","3","135000","0.0-2.0-1.0","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","4","135202","0.0-2.0-2.0","","null","img_mproj/french/2.jpg","null","stimuli_presentation_2","",""
"","","","","","html-keyboard-response","5","140103","0.0-2.0-3.0","","4901","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNF"
"","","","","","html-button-response","6","144827","0.0-2.0-4.0","","4723","<p>The two words were the same, with same orientation. The correct response was 'S'. Let us try another example. Click next to continue.</p>","0","After_trial_text","",""
"","","","","","image-keyboard-response","7","145037","0.0-2.0-0.1","","null","img_mproj/tools/2.jpg","null","stimuli_presentation_1","",""
"","","","","","html-keyboard-response","8","145345","0.0-2.0-1.1","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","9","145553","0.0-2.0-2.1","","null","img_mproj/Mtools/2.jpg","null","stimuli_presentation_2","",""
"","","","","","html-keyboard-response","10","150552","0.0-2.0-3.1","","4998","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMT"
"","","","","","html-button-response","11","159034","0.0-2.0-4.1","","8482","<p>The two images were the same, but in different orientation. The correct response was 'S'. Let us try one last example. Click next to continue.</p>","0","After_trial_text","",""
"","","","","","image-keyboard-response","12","159236","0.0-2.0-0.2","","null","img_mproj/jap/1.jpg","null","stimuli_presentation_1","",""
"","","","","","html-keyboard-response","13","159552","0.0-2.0-1.2","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","14","159762","0.0-2.0-2.2","","null","img_mproj/jap/2.jpg","null","stimuli_presentation_2","",""
"","","","","","html-keyboard-response","15","162856","0.0-2.0-3.2","","3092","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNT"
"","","","","","html-button-response","16","165998","0.0-2.0-4.2","","3142","<p>The two words/images were different. The correct response was 'D'. Click next to begin the task.</p>","0","After_trial_text","",""
"","","","","","image-keyboard-response","17","166215","0.0-3.0-0.0","","null","img_mproj/Mfaces/1.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","18","166525","0.0-3.0-1.0","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","19","166734","0.0-3.0-2.0","","null","img_mproj/Mfaces/13.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","20","168826","0.0-3.0-3.0","","2092","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMM"
"","","","","","image-keyboard-response","21","169036","0.0-3.0-0.1","","null","img_mproj/Mfaces/5.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","22","169347","0.0-3.0-1.1","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","23","169551","0.0-3.0-2.1","","null","img_mproj/Mfaces/1.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","24","171718","0.0-3.0-3.1","","2167","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMM"
"","","","","","image-keyboard-response","25","171924","0.0-3.0-0.2","","null","img_mproj/false/5.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","26","172231","0.0-3.0-1.2","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","27","172446","0.0-3.0-2.2","","null","img_mproj/false/1.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","28","174744","0.0-3.0-3.2","","2297","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNP"
"","","","","","image-keyboard-response","29","174950","0.0-3.0-0.3","","null","img_mproj/false/3.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","30","175263","0.0-3.0-1.3","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","31","175480","0.0-3.0-2.3","","null","img_mproj/false/3.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","32","176446","0.0-3.0-3.3","","965","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNP"
"","","","","","image-keyboard-response","33","176657","0.0-3.0-0.4","","null","img_mproj/false/10.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","34","176965","0.0-3.0-1.4","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","35","177178","0.0-3.0-2.4","","null","img_mproj/false/6.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","36","178742","0.0-3.0-3.4","","1563","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNP"
"","","","","","image-keyboard-response","37","178945","0.0-3.0-0.5","","null","img_mproj/faces/12.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","38","179256","0.0-3.0-1.5","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","39","179458","0.0-3.0-2.5","","null","img_mproj/Mfaces/12.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","40","201480","0.0-3.0-3.5","","22021","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","s","SMM"
"","","","","","image-keyboard-response","41","201695","0.0-3.0-0.6","","null","img_mproj/french/7.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","42","201995","0.0-3.0-1.6","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","43","202208","0.0-3.0-2.6","","null","img_mproj/Mfrench/7.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","44","211163","0.0-3.0-3.6","","8956","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMF"
"","","","","","image-keyboard-response","45","211368","0.0-3.0-0.7","","null","img_mproj/false/12.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","46","211670","0.0-3.0-1.7","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","47","211876","0.0-3.0-2.7","","null","img_mproj/Mfalse/12.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","48","216764","0.0-3.0-3.7","","4887","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMP"
"","","","","","image-keyboard-response","49","216980","0.0-3.0-0.8","","null","img_mproj/faces/4.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","50","217291","0.0-3.0-1.8","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","51","217494","0.0-3.0-2.8","","null","img_mproj/Mfaces/4.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","52","221809","0.0-3.0-3.8","","4315","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMM"
"","","","","","image-keyboard-response","53","222010","0.0-3.0-0.9","","null","img_mproj/Mfalse/10.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","54","222315","0.0-3.0-1.9","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","55","222519","0.0-3.0-2.9","","null","img_mproj/Mfalse/6.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","56","223897","0.0-3.0-3.9","","1378","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMP"
"","","","","","image-keyboard-response","57","224114","0.0-3.0-0.10","","null","img_mproj/false/7.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","58","224426","0.0-3.0-1.10","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","59","224635","0.0-3.0-2.10","","null","img_mproj/Mfalse/7.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","60","225177","0.0-3.0-3.10","","542","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","s","SMP"
"","","","","","image-keyboard-response","61","225383","0.0-3.0-0.11","","null","img_mproj/Mtools/6.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","62","225696","0.0-3.0-1.11","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","63","225899","0.0-3.0-2.11","","null","img_mproj/Mtools/13.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","64","226521","0.0-3.0-3.11","","622","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMT"
"","","","","","image-keyboard-response","65","226726","0.0-3.0-0.12","","null","img_mproj/false/12.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","66","227040","0.0-3.0-1.12","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","67","227248","0.0-3.0-2.12","","null","img_mproj/false/2.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","68","227745","0.0-3.0-3.12","","496","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNP"
"","","","","","image-keyboard-response","69","227957","0.0-3.0-0.13","","null","img_mproj/Mfalse/8.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","70","228267","0.0-3.0-1.13","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","71","228471","0.0-3.0-2.13","","null","img_mproj/Mfalse/9.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","72","230061","0.0-3.0-3.13","","1590","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMP"
"","","","","","image-keyboard-response","73","230264","0.0-3.0-0.14","","null","img_mproj/Mfrench/12.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","74","230576","0.0-3.0-1.14","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","75","230792","0.0-3.0-2.14","","null","img_mproj/Mfrench/2.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","76","232588","0.0-3.0-3.14","","1796","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMF"
"","","","","","image-keyboard-response","77","232796","0.0-3.0-0.15","","null","img_mproj/faces/13.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","78","233107","0.0-3.0-1.15","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","79","233308","0.0-3.0-2.15","","null","img_mproj/faces/3.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","80","234127","0.0-3.0-3.15","","819","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNM"
"","","","","","image-keyboard-response","81","234336","0.0-3.0-0.16","","null","img_mproj/jap/10.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","82","234648","0.0-3.0-1.16","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","83","234865","0.0-3.0-2.16","","null","img_mproj/jap/10.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","84","235788","0.0-3.0-3.16","","922","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNJ"
"","","","","","image-keyboard-response","85","236002","0.0-3.0-0.17","","null","img_mproj/french/3.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","86","236318","0.0-3.0-1.17","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","87","236524","0.0-3.0-2.17","","null","img_mproj/Mfrench/3.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","88","237318","0.0-3.0-3.17","","794","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","s","SMF"
"","","","","","image-keyboard-response","89","237520","0.0-3.0-0.18","","null","img_mproj/tools/6.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","90","237833","0.0-3.0-1.18","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","91","238036","0.0-3.0-2.18","","null","img_mproj/Mtools/6.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","92","238999","0.0-3.0-3.18","","962","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMT"
"","","","","","image-keyboard-response","93","239201","0.0-3.0-0.19","","null","img_mproj/false/1.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","94","239512","0.0-3.0-1.19","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","95","239720","0.0-3.0-2.19","","null","img_mproj/Mfalse/1.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","96","240778","0.0-3.0-3.19","","1057","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMP"
"","","","","","image-keyboard-response","97","240982","0.0-3.0-0.20","","null","img_mproj/tools/12.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","98","241297","0.0-3.0-1.20","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","99","241500","0.0-3.0-2.20","","null","img_mproj/tools/12.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","100","241998","0.0-3.0-3.20","","498","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNT"
"","","","","","image-keyboard-response","101","242212","0.0-3.0-0.21","","null","img_mproj/Mtools/1.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","102","242528","0.0-3.0-1.21","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","103","242731","0.0-3.0-2.21","","null","img_mproj/Mtools/13.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","104","243433","0.0-3.0-3.21","","701","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMT"
"","","","","","image-keyboard-response","105","243646","0.0-3.0-0.22","","null","img_mproj/jap/8.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","106","243955","0.0-3.0-1.22","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","107","244157","0.0-3.0-2.22","","null","img_mproj/jap/8.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","108","244801","0.0-3.0-3.22","","643","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNJ"
"","","","","","image-keyboard-response","109","245010","0.0-3.0-0.23","","null","img_mproj/Mfaces/14.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","110","245323","0.0-3.0-1.23","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","111","245526","0.0-3.0-2.23","","null","img_mproj/Mfaces/12.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","112","246345","0.0-3.0-3.23","","818","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMM"
"","","","","","image-keyboard-response","113","246547","0.0-3.0-0.24","","null","img_mproj/french/8.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","114","246859","0.0-3.0-1.24","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","115","247061","0.0-3.0-2.24","","null","img_mproj/french/8.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","116","247730","0.0-3.0-3.24","","668","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNF"
"","","","","","image-keyboard-response","117","247944","0.0-3.0-0.25","","null","img_mproj/Mfalse/4.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","118","248245","0.0-3.0-1.25","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","119","248463","0.0-3.0-2.25","","null","img_mproj/Mfalse/1.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","120","249014","0.0-3.0-3.25","","550","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMP"
"","","","","","image-keyboard-response","121","249227","0.0-3.0-0.26","","null","img_mproj/false/13.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","122","249538","0.0-3.0-1.26","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","123","249750","0.0-3.0-2.26","","null","img_mproj/Mfalse/13.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","124","250329","0.0-3.0-3.26","","579","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","s","SMP"
"","","","","","image-keyboard-response","125","250541","0.0-3.0-0.27","","null","img_mproj/french/5.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","126","250852","0.0-3.0-1.27","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","127","251058","0.0-3.0-2.27","","null","img_mproj/french/5.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","128","252253","0.0-3.0-3.27","","1195","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNF"
"","","","","","image-keyboard-response","129","252467","0.0-3.0-0.28","","null","img_mproj/tools/10.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","130","252779","0.0-3.0-1.28","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","131","252994","0.0-3.0-2.28","","null","img_mproj/Mtools/10.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","132","255941","0.0-3.0-3.28","","2946","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMT"
"","","","","","image-keyboard-response","133","256153","0.0-3.0-0.29","","null","img_mproj/french/10.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","134","256465","0.0-3.0-1.29","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","135","256678","0.0-3.0-2.29","","null","img_mproj/Mfrench/10.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","136","257589","0.0-3.0-3.29","","911","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMF"
"","","","","","image-keyboard-response","137","257801","0.0-3.0-0.30","","null","img_mproj/faces/14.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","138","258112","0.0-3.0-1.30","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","139","258319","0.0-3.0-2.30","","null","img_mproj/faces/14.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","140","259594","0.0-3.0-3.30","","1275","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNM"
"","","","","","image-keyboard-response","141","259802","0.0-3.0-0.31","","null","img_mproj/Mjap/9.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","142","260114","0.0-3.0-1.31","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","143","260316","0.0-3.0-2.31","","null","img_mproj/Mjap/4.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","144","261230","0.0-3.0-3.31","","913","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMJ"
"","","","","","image-keyboard-response","145","261442","0.0-3.0-0.32","","null","img_mproj/french/13.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","146","261756","0.0-3.0-1.32","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","147","261961","0.0-3.0-2.32","","null","img_mproj/french/3.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","148","262911","0.0-3.0-3.32","","950","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNF"
"","","","","","image-keyboard-response","149","263127","0.0-3.0-0.33","","null","img_mproj/faces/1.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","150","263439","0.0-3.0-1.33","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","151","263644","0.0-3.0-2.33","","null","img_mproj/faces/1.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","152","264251","0.0-3.0-3.33","","607","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNM"
"","","","","","image-keyboard-response","153","264453","0.0-3.0-0.34","","null","img_mproj/faces/10.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","154","264765","0.0-3.0-1.34","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","155","264967","0.0-3.0-2.34","","null","img_mproj/Mfaces/10.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","156","266161","0.0-3.0-3.34","","1194","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMM"
"","","","","","image-keyboard-response","157","266366","0.0-3.0-0.35","","null","img_mproj/Mfrench/3.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","158","266680","0.0-3.0-1.35","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","159","266895","0.0-3.0-2.35","","null","img_mproj/Mfrench/11.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","160","267981","0.0-3.0-3.35","","1086","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMF"
"","","","","","image-keyboard-response","161","268183","0.0-3.0-0.36","","null","img_mproj/faces/13.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","162","268489","0.0-3.0-1.36","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","163","268697","0.0-3.0-2.36","","null","img_mproj/Mfaces/13.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","164","269636","0.0-3.0-3.36","","940","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMM"
"","","","","","image-keyboard-response","165","269839","0.0-3.0-0.37","","null","img_mproj/Mtools/13.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","166","270150","0.0-3.0-1.37","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","167","270353","0.0-3.0-2.37","","null","img_mproj/Mtools/3.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","168","271290","0.0-3.0-3.37","","936","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMT"
"","","","","","image-keyboard-response","169","271494","0.0-3.0-0.38","","null","img_mproj/Mfrench/10.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","170","271804","0.0-3.0-1.38","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","171","272018","0.0-3.0-2.38","","null","img_mproj/Mfrench/6.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","172","272956","0.0-3.0-3.38","","938","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMF"
"","","","","","image-keyboard-response","173","273172","0.0-3.0-0.39","","null","img_mproj/french/10.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","174","273484","0.0-3.0-1.39","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","175","273687","0.0-3.0-2.39","","null","img_mproj/french/6.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","176","275266","0.0-3.0-3.39","","1579","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","d","DNF"
"","","","","","image-keyboard-response","177","275472","0.0-3.0-0.40","","null","img_mproj/Mfrench/14.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","178","275783","0.0-3.0-1.40","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","179","275995","0.0-3.0-2.40","","null","img_mproj/Mfrench/12.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","180","276594","0.0-3.0-3.40","","599","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMF"
"","","","","","image-keyboard-response","181","276799","0.0-3.0-0.41","","null","img_mproj/Mtools/8.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","182","277100","0.0-3.0-1.41","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","183","277301","0.0-3.0-2.41","","null","img_mproj/Mtools/9.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","184","277581","0.0-3.0-3.41","","279","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMT"
"","","","","","image-keyboard-response","185","277792","0.0-3.0-0.42","","null","img_mproj/false/11.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","186","278104","0.0-3.0-1.42","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","187","278320","0.0-3.0-2.42","","null","img_mproj/false/12.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","188","278887","0.0-3.0-3.42","","567","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","d","DNP"
"","","","","","image-keyboard-response","189","279100","0.0-3.0-0.43","","null","img_mproj/Mjap/3.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","190","279409","0.0-3.0-1.43","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","191","279610","0.0-3.0-2.43","","null","img_mproj/Mjap/11.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","192","280813","0.0-3.0-3.43","","1203","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMJ"
"","","","","","image-keyboard-response","193","281026","0.0-3.0-0.44","","null","img_mproj/Mjap/2.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","194","281337","0.0-3.0-1.44","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","195","281551","0.0-3.0-2.44","","null","img_mproj/Mjap/9.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","196","282364","0.0-3.0-3.44","","813","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMJ"
"","","","","","image-keyboard-response","197","282568","0.0-3.0-0.45","","null","img_mproj/french/12.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","198","282879","0.0-3.0-1.45","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","199","283083","0.0-3.0-2.45","","null","img_mproj/Mfrench/12.jpg","null","actual_stimuli_presentation_2","",""
